id,tipo,materia,nivel,pergunta,alternativas,resposta_correta,indice_resposta_correta,explicacao,resposta_esperada
AB-162,resposta_escrita,CSS,básico,Explique para que serve o display: flex. Responda com suas palavras e dê um exemplo. (variação 2),,,,,display flex organiza elementos em linha ou coluna com controle de alinhamento e distribuição.
AB-163,resposta_escrita,CSS,básico,Explique a diferença entre classe e id no CSS. Responda com suas palavras e dê um exemplo. (variação 2),,,,,Classe pode ser usada em vários elementos e é selecionada com ponto; id deve ser único e é selecionado com #.
AB-164,resposta_escrita,CSS,básico,Explique para que serve border-radius. Responda com suas palavras e dê um exemplo. (variação 2),,,,,border-radius arredonda os cantos de um elemento.
AB-165,resposta_escrita,CSS,básico,Explique o que é responsividade. Responda com suas palavras e dê um exemplo. (variação 2),,,,,Responsividade é a capacidade do layout se adaptar a diferentes tamanhos de tela.
AB-166,resposta_escrita,CSS,básico,Explique para que serve media query. Responda com suas palavras e dê um exemplo. (variação 2),,,,,Media query aplica estilos diferentes de acordo com tamanho de tela ou características do dispositivo.
AB-167,resposta_escrita,CSS,básico,Explique a diferença entre position relative e absolute. Responda com suas palavras e dê um exemplo. (variação 2),,,,,Relative posiciona em relação à posição original; absolute posiciona em relação ao ancestral posicionado mais próximo.
AB-168,resposta_escrita,CSS,básico,Explique para que serve z-index. Responda com suas palavras e dê um exemplo. (variação 2),,,,,z-index controla a ordem de sobreposição de elementos posicionados.
AB-169,resposta_escrita,CSS,básico,Explique a função do gap em flexbox ou grid. Responda com suas palavras e dê um exemplo. (variação 2),,,,,gap define o espaçamento entre itens.
AB-170,resposta_escrita,CSS,básico,Explique o que faz box-shadow. Responda com suas palavras e dê um exemplo. (variação 2),,,,,box-shadow cria sombra ao redor de caixas/elementos.
AB-171,resposta_escrita,CSS,intermediário,Explique a diferença entre margin e padding. Responda com suas palavras e dê um exemplo. (variação 3),,,,,Margin é o espaço externo do elemento; padding é o espaço interno entre o conteúdo e a borda.
AB-172,resposta_escrita,CSS,intermediário,Explique para que serve o display: flex. Responda com suas palavras e dê um exemplo. (variação 3),,,,,display flex organiza elementos em linha ou coluna com controle de alinhamento e distribuição.
AB-173,resposta_escrita,CSS,intermediário,Explique a diferença entre classe e id no CSS. Responda com suas palavras e dê um exemplo. (variação 3),,,,,Classe pode ser usada em vários elementos e é selecionada com ponto; id deve ser único e é selecionado com #.
AB-174,resposta_escrita,CSS,intermediário,Explique para que serve border-radius. Responda com suas palavras e dê um exemplo. (variação 3),,,,,border-radius arredonda os cantos de um elemento.
AB-175,resposta_escrita,CSS,intermediário,Explique o que é responsividade. Responda com suas palavras e dê um exemplo. (variação 3),,,,,Responsividade é a capacidade do layout se adaptar a diferentes tamanhos de tela.
AB-176,resposta_escrita,CSS,intermediário,Explique para que serve media query. Responda com suas palavras e dê um exemplo. (variação 3),,,,,Media query aplica estilos diferentes de acordo com tamanho de tela ou características do dispositivo.
AB-177,resposta_escrita,CSS,intermediário,Explique a diferença entre position relative e absolute. Responda com suas palavras e dê um exemplo. (variação 3),,,,,Relative posiciona em relação à posição original; absolute posiciona em relação ao ancestral posicionado mais próximo.
AB-178,resposta_escrita,CSS,intermediário,Explique para que serve z-index. Responda com suas palavras e dê um exemplo. (variação 3),,,,,z-index controla a ordem de sobreposição de elementos posicionados.
AB-179,resposta_escrita,CSS,intermediário,Explique a função do gap em flexbox ou grid. Responda com suas palavras e dê um exemplo. (variação 3),,,,,gap define o espaçamento entre itens.
AB-180,resposta_escrita,CSS,intermediário,Explique o que faz box-shadow. Responda com suas palavras e dê um exemplo. (variação 3),,,,,box-shadow cria sombra ao redor de caixas/elementos.
AB-181,resposta_escrita,CSS,intermediário+,Explique a diferença entre margin e padding. Responda com suas palavras e dê um exemplo. (variação 4),,,,,Margin é o espaço externo do elemento; padding é o espaço interno entre o conteúdo e a borda.
AB-182,resposta_escrita,CSS,intermediário+,Explique para que serve o display: flex. Responda com suas palavras e dê um exemplo. (variação 4),,,,,display flex organiza elementos em linha ou coluna com controle de alinhamento e distribuição.
AB-183,resposta_escrita,CSS,intermediário+,Explique a diferença entre classe e id no CSS. Responda com suas palavras e dê um exemplo. (variação 4),,,,,Classe pode ser usada em vários elementos e é selecionada com ponto; id deve ser único e é selecionado com #.
AB-184,resposta_escrita,CSS,intermediário+,Explique para que serve border-radius. Responda com suas palavras e dê um exemplo. (variação 4),,,,,border-radius arredonda os cantos de um elemento.
AB-185,resposta_escrita,CSS,intermediário+,Explique o que é responsividade. Responda com suas palavras e dê um exemplo. (variação 4),,,,,Responsividade é a capacidade do layout se adaptar a diferentes tamanhos de tela.
AB-186,resposta_escrita,CSS,intermediário+,Explique para que serve media query. Responda com suas palavras e dê um exemplo. (variação 4),,,,,Media query aplica estilos diferentes de acordo com tamanho de tela ou características do dispositivo.
AB-187,resposta_escrita,CSS,intermediário+,Explique a diferença entre position relative e absolute. Responda com suas palavras e dê um exemplo. (variação 4),,,,,Relative posiciona em relação à posição original; absolute posiciona em relação ao ancestral posicionado mais próximo.
AB-188,resposta_escrita,CSS,intermediário+,Explique para que serve z-index. Responda com suas palavras e dê um exemplo. (variação 4),,,,,z-index controla a ordem de sobreposição de elementos posicionados.
AB-189,resposta_escrita,CSS,intermediário+,Explique a função do gap em flexbox ou grid. Responda com suas palavras e dê um exemplo. (variação 4),,,,,gap define o espaçamento entre itens.
AB-190,resposta_escrita,CSS,intermediário+,Explique o que faz box-shadow. Responda com suas palavras e dê um exemplo. (variação 4),,,,,box-shadow cria sombra ao redor de caixas/elementos.
AB-191,resposta_escrita,CSS,revisão,Explique a diferença entre margin e padding. Responda com suas palavras e dê um exemplo. (variação 5),,,,,Margin é o espaço externo do elemento; padding é o espaço interno entre o conteúdo e a borda.
AB-192,resposta_escrita,CSS,revisão,Explique para que serve o display: flex. Responda com suas palavras e dê um exemplo. (variação 5),,,,,display flex organiza elementos em linha ou coluna com controle de alinhamento e distribuição.
AB-193,resposta_escrita,CSS,revisão,Explique a diferença entre classe e id no CSS. Responda com suas palavras e dê um exemplo. (variação 5),,,,,Classe pode ser usada em vários elementos e é selecionada com ponto; id deve ser único e é selecionado com #.
AB-194,resposta_escrita,CSS,revisão,Explique para que serve border-radius. Responda com suas palavras e dê um exemplo. (variação 5),,,,,border-radius arredonda os cantos de um elemento.
AB-195,resposta_escrita,CSS,revisão,Explique o que é responsividade. Responda com suas palavras e dê um exemplo. (variação 5),,,,,Responsividade é a capacidade do layout se adaptar a diferentes tamanhos de tela.
AB-196,resposta_escrita,CSS,revisão,Explique para que serve media query. Responda com suas palavras e dê um exemplo. (variação 5),,,,,Media query aplica estilos diferentes de acordo com tamanho de tela ou características do dispositivo.
AB-197,resposta_escrita,CSS,revisão,Explique a diferença entre position relative e absolute. Responda com suas palavras e dê um exemplo. (variação 5),,,,,Relative posiciona em relação à posição original; absolute posiciona em relação ao ancestral posicionado mais próximo.
AB-198,resposta_escrita,CSS,revisão,Explique para que serve z-index. Responda com suas palavras e dê um exemplo. (variação 5),,,,,z-index controla a ordem de sobreposição de elementos posicionados.
AB-199,resposta_escrita,CSS,revisão,Explique a função do gap em flexbox ou grid. Responda com suas palavras e dê um exemplo. (variação 5),,,,,gap define o espaçamento entre itens.
AB-200,resposta_escrita,CSS,revisão,Explique o que faz box-shadow. Responda com suas palavras e dê um exemplo. (variação 5),,,,,box-shadow cria sombra ao redor de caixas/elementos.
MC-201,multipla_escolha,JavaScript,iniciante,Qual palavra declara uma variável que pode mudar?,let | const | fixed | varname,let,0,let declara uma variável que pode receber novo valor.,
MC-202,multipla_escolha,JavaScript,iniciante,Qual palavra declara uma constante?,const | let | change | static,const,0,const cria uma referência que não pode ser reatribuída.,
MC-203,multipla_escolha,JavaScript,iniciante,Qual método mostra mensagem no console?,console.log() | print() | echo() | show(),console.log(),0,console.log() imprime no console do navegador ou Node.,
MC-204,multipla_escolha,JavaScript,iniciante,Qual operador compara valor e tipo?,=== | == | = | !=,===,0,=== compara valor e tipo.,
MC-205,multipla_escolha,JavaScript,iniciante,Qual estrutura repete um bloco enquanto a condição for verdadeira?,while | if | switch | return,while,0,while executa repetição baseada em condição.,
MC-206,multipla_escolha,JavaScript,iniciante,Qual método adiciona item ao final de um array?,push() | pop() | shift() | map(),push(),0,push() adiciona ao final.,
MC-207,multipla_escolha,JavaScript,iniciante,Qual método remove o último item de um array?,pop() | push() | unshift() | filter(),pop(),0,pop() remove o último item.,
MC-208,multipla_escolha,JavaScript,iniciante,Qual tipo representa verdadeiro ou falso?,boolean | string | number | array,boolean,0,Boolean armazena true ou false.,
MC-209,multipla_escolha,JavaScript,iniciante,Qual função converte texto para número inteiro?,parseInt() | String() | Boolean() | toText(),parseInt(),0,parseInt() tenta converter para inteiro.,
MC-210,multipla_escolha,JavaScript,iniciante,Qual evento ocorre ao clicar em um elemento?,click | hover | loadText | pressMouse,click,0,click é disparado quando o usuário clica.,
MC-211,multipla_escolha,JavaScript,básico,Qual palavra declara uma variável que pode mudar? (variação 2),let | const | fixed | varname,let,0,let declara uma variável que pode receber novo valor.,
MC-212,multipla_escolha,JavaScript,básico,Qual palavra declara uma constante? (variação 2),const | let | change | static,const,0,const cria uma referência que não pode ser reatribuída.,
MC-213,multipla_escolha,JavaScript,básico,Qual método mostra mensagem no console? (variação 2),console.log() | print() | echo() | show(),console.log(),0,console.log() imprime no console do navegador ou Node.,
MC-214,multipla_escolha,JavaScript,básico,Qual operador compara valor e tipo? (variação 2),=== | == | = | !=,===,0,=== compara valor e tipo.,
MC-215,multipla_escolha,JavaScript,básico,Qual estrutura repete um bloco enquanto a condição for verdadeira? (variação 2),while | if | switch | return,while,0,while executa repetição baseada em condição.,
MC-216,multipla_escolha,JavaScript,básico,Qual método adiciona item ao final de um array? (variação 2),push() | pop() | shift() | map(),push(),0,push() adiciona ao final.,
MC-217,multipla_escolha,JavaScript,básico,Qual método remove o último item de um array? (variação 2),pop() | push() | unshift() | filter(),pop(),0,pop() remove o último item.,
MC-218,multipla_escolha,JavaScript,básico,Qual tipo representa verdadeiro ou falso? (variação 2),boolean | string | number | array,boolean,0,Boolean armazena true ou false.,
MC-219,multipla_escolha,JavaScript,básico,Qual função converte texto para número inteiro? (variação 2),parseInt() | String() | Boolean() | toText(),parseInt(),0,parseInt() tenta converter para inteiro.,
MC-220,multipla_escolha,JavaScript,básico,Qual evento ocorre ao clicar em um elemento? (variação 2),click | hover | loadText | pressMouse,click,0,click é disparado quando o usuário clica.,
MC-221,multipla_escolha,JavaScript,intermediário,Qual palavra declara uma variável que pode mudar? (variação 3),let | const | fixed | varname,let,0,let declara uma variável que pode receber novo valor.,
MC-222,multipla_escolha,JavaScript,intermediário,Qual palavra declara uma constante? (variação 3),const | let | change | static,const,0,const cria uma referência que não pode ser reatribuída.,
MC-223,multipla_escolha,JavaScript,intermediário,Qual método mostra mensagem no console? (variação 3),console.log() | print() | echo() | show(),console.log(),0,console.log() imprime no console do navegador ou Node.,
MC-224,multipla_escolha,JavaScript,intermediário,Qual operador compara valor e tipo? (variação 3),=== | == | = | !=,===,0,=== compara valor e tipo.,
MC-225,multipla_escolha,JavaScript,intermediário,Qual estrutura repete um bloco enquanto a condição for verdadeira? (variação 3),while | if | switch | return,while,0,while executa repetição baseada em condição.,
MC-226,multipla_escolha,JavaScript,intermediário,Qual método adiciona item ao final de um array? (variação 3),push() | pop() | shift() | map(),push(),0,push() adiciona ao final.,
MC-227,multipla_escolha,JavaScript,intermediário,Qual método remove o último item de um array? (variação 3),pop() | push() | unshift() | filter(),pop(),0,pop() remove o último item.,
MC-228,multipla_escolha,JavaScript,intermediário,Qual tipo representa verdadeiro ou falso? (variação 3),boolean | string | number | array,boolean,0,Boolean armazena true ou false.,
MC-229,multipla_escolha,JavaScript,intermediário,Qual função converte texto para número inteiro? (variação 3),parseInt() | String() | Boolean() | toText(),parseInt(),0,parseInt() tenta converter para inteiro.,
MC-230,multipla_escolha,JavaScript,intermediário,Qual evento ocorre ao clicar em um elemento? (variação 3),click | hover | loadText | pressMouse,click,0,click é disparado quando o usuário clica.,
MC-231,multipla_escolha,JavaScript,intermediário+,Qual palavra declara uma variável que pode mudar? (variação 4),let | const | fixed | varname,let,0,let declara uma variável que pode receber novo valor.,
MC-232,multipla_escolha,JavaScript,intermediário+,Qual palavra declara uma constante? (variação 4),const | let | change | static,const,0,const cria uma referência que não pode ser reatribuída.,
MC-233,multipla_escolha,JavaScript,intermediário+,Qual método mostra mensagem no console? (variação 4),console.log() | print() | echo() | show(),console.log(),0,console.log() imprime no console do navegador ou Node.,
MC-234,multipla_escolha,JavaScript,intermediário+,Qual operador compara valor e tipo? (variação 4),=== | == | = | !=,===,0,=== compara valor e tipo.,
MC-235,multipla_escolha,JavaScript,intermediário+,Qual estrutura repete um bloco enquanto a condição for verdadeira? (variação 4),while | if | switch | return,while,0,while executa repetição baseada em condição.,
MC-236,multipla_escolha,JavaScript,intermediário+,Qual método adiciona item ao final de um array? (variação 4),push() | pop() | shift() | map(),push(),0,push() adiciona ao final.,
MC-237,multipla_escolha,JavaScript,intermediário+,Qual método remove o último item de um array? (variação 4),pop() | push() | unshift() | filter(),pop(),0,pop() remove o último item.,
MC-238,multipla_escolha,JavaScript,intermediário+,Qual tipo representa verdadeiro ou falso? (variação 4),boolean | string | number | array,boolean,0,Boolean armazena true ou false.,
MC-239,multipla_escolha,JavaScript,intermediário+,Qual função converte texto para número inteiro? (variação 4),parseInt() | String() | Boolean() | toText(),parseInt(),0,parseInt() tenta converter para inteiro.,
MC-240,multipla_escolha,JavaScript,intermediário+,Qual evento ocorre ao clicar em um elemento? (variação 4),click | hover | loadText | pressMouse,click,0,click é disparado quando o usuário clica.,
MC-241,multipla_escolha,JavaScript,revisão,Qual palavra declara uma variável que pode mudar? (variação 5),let | const | fixed | varname,let,0,let declara uma variável que pode receber novo valor.,
MC-242,multipla_escolha,JavaScript,revisão,Qual palavra declara uma constante? (variação 5),const | let | change | static,const,0,const cria uma referência que não pode ser reatribuída.,
MC-243,multipla_escolha,JavaScript,revisão,Qual método mostra mensagem no console? (variação 5),console.log() | print() | echo() | show(),console.log(),0,console.log() imprime no console do navegador ou Node.,
MC-244,multipla_escolha,JavaScript,revisão,Qual operador compara valor e tipo? (variação 5),=== | == | = | !=,===,0,=== compara valor e tipo.,
MC-245,multipla_escolha,JavaScript,revisão,Qual estrutura repete um bloco enquanto a condição for verdadeira? (variação 5),while | if | switch | return,while,0,while executa repetição baseada em condição.,
MC-246,multipla_escolha,JavaScript,revisão,Qual método adiciona item ao final de um array? (variação 5),push() | pop() | shift() | map(),push(),0,push() adiciona ao final.,
MC-247,multipla_escolha,JavaScript,revisão,Qual método remove o último item de um array? (variação 5),pop() | push() | unshift() | filter(),pop(),0,pop() remove o último item.,
MC-248,multipla_escolha,JavaScript,revisão,Qual tipo representa verdadeiro ou falso? (variação 5),boolean | string | number | array,boolean,0,Boolean armazena true ou false.,
MC-249,multipla_escolha,JavaScript,revisão,Qual função converte texto para número inteiro? (variação 5),parseInt() | String() | Boolean() | toText(),parseInt(),0,parseInt() tenta converter para inteiro.,
MC-250,multipla_escolha,JavaScript,revisão,Qual evento ocorre ao clicar em um elemento? (variação 5),click | hover | loadText | pressMouse,click,0,click é disparado quando o usuário clica.,
AB-251,resposta_escrita,JavaScript,iniciante,Explique a diferença entre let e const.,,,,,let permite reatribuição; const não permite reatribuir a mesma variável.
AB-252,resposta_escrita,JavaScript,iniciante,Explique a diferença entre == e ===.,,,,,== compara com conversão de tipo; === compara valor e tipo sem conversão.
AB-253,resposta_escrita,JavaScript,iniciante,Explique para que serve uma função.,,,,,Função agrupa um bloco de código reutilizável para executar uma tarefa.
AB-254,resposta_escrita,JavaScript,iniciante,Explique o que é um array.,,,,,Array é uma estrutura que armazena vários valores em uma mesma variável.
AB-255,resposta_escrita,JavaScript,iniciante,Explique para que serve addEventListener.,,,,,addEventListener registra uma função para ser executada quando um evento acontece.
AB-256,resposta_escrita,JavaScript,iniciante,Explique o que é DOM.,,,,,DOM é a representação da página HTML em objetos que o JavaScript pode acessar e modificar.
AB-257,resposta_escrita,JavaScript,iniciante,Explique o que é uma condição if.,,,,,if executa um bloco de código quando uma condição é verdadeira.
AB-258,resposta_escrita,JavaScript,iniciante,Explique o que é loop.,,,,,Loop repete um bloco de código enquanto uma condição ou sequência permitir.
AB-259,resposta_escrita,JavaScript,iniciante,Explique para que serve map() em arrays.,,,,,map cria um novo array transformando cada item do array original.
AB-260,resposta_escrita,JavaScript,iniciante,Explique para que serve filter() em arrays.,,,,,filter cria um novo array apenas com itens que passam em uma condição.
AB-261,resposta_escrita,JavaScript,básico,Explique a diferença entre let e const. Responda com suas palavras e dê um exemplo. (variação 2),,,,,let permite reatribuição; const não permite reatribuir a mesma variável.
AB-262,resposta_escrita,JavaScript,básico,Explique a diferença entre == e ===. Responda com suas palavras e dê um exemplo. (variação 2),,,,,== compara com conversão de tipo; === compara valor e tipo sem conversão.
AB-263,resposta_escrita,JavaScript,básico,Explique para que serve uma função. Responda com suas palavras e dê um exemplo. (variação 2),,,,,Função agrupa um bloco de código reutilizável para executar uma tarefa.
AB-264,resposta_escrita,JavaScript,básico,Explique o que é um array. Responda com suas palavras e dê um exemplo. (variação 2),,,,,Array é uma estrutura que armazena vários valores em uma mesma variável.
AB-265,resposta_escrita,JavaScript,básico,Explique para que serve addEventListener. Responda com suas palavras e dê um exemplo. (variação 2),,,,,addEventListener registra uma função para ser executada quando um evento acontece.
AB-266,resposta_escrita,JavaScript,básico,Explique o que é DOM. Responda com suas palavras e dê um exemplo. (variação 2),,,,,DOM é a representação da página HTML em objetos que o JavaScript pode acessar e modificar.
AB-267,resposta_escrita,JavaScript,básico,Explique o que é uma condição if. Responda com suas palavras e dê um exemplo. (variação 2),,,,,if executa um bloco de código quando uma condição é verdadeira.
AB-268,resposta_escrita,JavaScript,básico,Explique o que é loop. Responda com suas palavras e dê um exemplo. (variação 2),,,,,Loop repete um bloco de código enquanto uma condição ou sequência permitir.
AB-269,resposta_escrita,JavaScript,básico,Explique para que serve map() em arrays. Responda com suas palavras e dê um exemplo. (variação 2),,,,,map cria um novo array transformando cada item do array original.
AB-270,resposta_escrita,JavaScript,básico,Explique para que serve filter() em arrays. Responda com suas palavras e dê um exemplo. (variação 2),,,,,filter cria um novo array apenas com itens que passam em uma condição.
AB-271,resposta_escrita,JavaScript,intermediário,Explique a diferença entre let e const. Responda com suas palavras e dê um exemplo. (variação 3),,,,,let permite reatribuição; const não permite reatribuir a mesma variável.
AB-272,resposta_escrita,JavaScript,intermediário,Explique a diferença entre == e ===. Responda com suas palavras e dê um exemplo. (variação 3),,,,,== compara com conversão de tipo; === compara valor e tipo sem conversão.
AB-273,resposta_escrita,JavaScript,intermediário,Explique para que serve uma função. Responda com suas palavras e dê um exemplo. (variação 3),,,,,Função agrupa um bloco de código reutilizável para executar uma tarefa.
AB-274,resposta_escrita,JavaScript,intermediário,Explique o que é um array. Responda com suas palavras e dê um exemplo. (variação 3),,,,,Array é uma estrutura que armazena vários valores em uma mesma variável.
AB-275,resposta_escrita,JavaScript,intermediário,Explique para que serve addEventListener. Responda com suas palavras e dê um exemplo. (variação 3),,,,,addEventListener registra uma função para ser executada quando um evento acontece.
AB-276,resposta_escrita,JavaScript,intermediário,Explique o que é DOM. Responda com suas palavras e dê um exemplo. (variação 3),,,,,DOM é a representação da página HTML em objetos que o JavaScript pode acessar e modificar.
AB-277,resposta_escrita,JavaScript,intermediário,Explique o que é uma condição if. Responda com suas palavras e dê um exemplo. (variação 3),,,,,if executa um bloco de código quando uma condição é verdadeira.
AB-278,resposta_escrita,JavaScript,intermediário,Explique o que é loop. Responda com suas palavras e dê um exemplo. (variação 3),,,,,Loop repete um bloco de código enquanto uma condição ou sequência permitir.
AB-279,resposta_escrita,JavaScript,intermediário,Explique para que serve map() em arrays. Responda com suas palavras e dê um exemplo. (variação 3),,,,,map cria um novo array transformando cada item do array original.
AB-280,resposta_escrita,JavaScript,intermediário,Explique para que serve filter() em arrays. Responda com suas palavras e dê um exemplo. (variação 3),,,,,filter cria um novo array apenas com itens que passam em uma condição.
AB-281,resposta_escrita,JavaScript,intermediário+,Explique a diferença entre let e const. Responda com suas palavras e dê um exemplo. (variação 4),,,,,let permite reatribuição; const não permite reatribuir a mesma variável.
AB-282,resposta_escrita,JavaScript,intermediário+,Explique a diferença entre == e ===. Responda com suas palavras e dê um exemplo. (variação 4),,,,,== compara com conversão de tipo; === compara valor e tipo sem conversão.
AB-283,resposta_escrita,JavaScript,intermediário+,Explique para que serve uma função. Responda com suas palavras e dê um exemplo. (variação 4),,,,,Função agrupa um bloco de código reutilizável para executar uma tarefa.
AB-284,resposta_escrita,JavaScript,intermediário+,Explique o que é um array. Responda com suas palavras e dê um exemplo. (variação 4),,,,,Array é uma estrutura que armazena vários valores em uma mesma variável.
AB-285,resposta_escrita,JavaScript,intermediário+,Explique para que serve addEventListener. Responda com suas palavras e dê um exemplo. (variação 4),,,,,addEventListener registra uma função para ser executada quando um evento acontece.
AB-286,resposta_escrita,JavaScript,intermediário+,Explique o que é DOM. Responda com suas palavras e dê um exemplo. (variação 4),,,,,DOM é a representação da página HTML em objetos que o JavaScript pode acessar e modificar.
AB-287,resposta_escrita,JavaScript,intermediário+,Explique o que é uma condição if. Responda com suas palavras e dê um exemplo. (variação 4),,,,,if executa um bloco de código quando uma condição é verdadeira.
AB-288,resposta_escrita,JavaScript,intermediário+,Explique o que é loop. Responda com suas palavras e dê um exemplo. (variação 4),,,,,Loop repete um bloco de código enquanto uma condição ou sequência permitir.
AB-289,resposta_escrita,JavaScript,intermediário+,Explique para que serve map() em arrays. Responda com suas palavras e dê um exemplo. (variação 4),,,,,map cria um novo array transformando cada item do array original.
AB-290,resposta_escrita,JavaScript,intermediário+,Explique para que serve filter() em arrays. Responda com suas palavras e dê um exemplo. (variação 4),,,,,filter cria um novo array apenas com itens que passam em uma condição.
AB-291,resposta_escrita,JavaScript,revisão,Explique a diferença entre let e const. Responda com suas palavras e dê um exemplo. (variação 5),,,,,let permite reatribuição; const não permite reatribuir a mesma variável.
AB-292,resposta_escrita,JavaScript,revisão,Explique a diferença entre == e ===. Responda com suas palavras e dê um exemplo. (variação 5),,,,,== compara com conversão de tipo; === compara valor e tipo sem conversão.
AB-293,resposta_escrita,JavaScript,revisão,Explique para que serve uma função. Responda com suas palavras e dê um exemplo. (variação 5),,,,,Função agrupa um bloco de código reutilizável para executar uma tarefa.
AB-294,resposta_escrita,JavaScript,revisão,Explique o que é um array. Responda com suas palavras e dê um exemplo. (variação 5),,,,,Array é uma estrutura que armazena vários valores em uma mesma variável.
AB-295,resposta_escrita,JavaScript,revisão,Explique para que serve addEventListener. Responda com suas palavras e dê um exemplo. (variação 5),,,,,addEventListener registra uma função para ser executada quando um evento acontece.
AB-296,resposta_escrita,JavaScript,revisão,Explique o que é DOM. Responda com suas palavras e dê um exemplo. (variação 5),,,,,DOM é a representação da página HTML em objetos que o JavaScript pode acessar e modificar.
AB-297,resposta_escrita,JavaScript,revisão,Explique o que é uma condição if. Responda com suas palavras e dê um exemplo. (variação 5),,,,,if executa um bloco de código quando uma condição é verdadeira.
AB-298,resposta_escrita,JavaScript,revisão,Explique o que é loop. Responda com suas palavras e dê um exemplo. (variação 5),,,,,Loop repete um bloco de código enquanto uma condição ou sequência permitir.
AB-299,resposta_escrita,JavaScript,revisão,Explique para que serve map() em arrays. Responda com suas palavras e dê um exemplo. (variação 5),,,,,map cria um novo array transformando cada item do array original.
AB-300,resposta_escrita,JavaScript,revisão,Explique para que serve filter() em arrays. Responda com suas palavras e dê um exemplo. (variação 5),,,,,filter cria um novo array apenas com itens que passam em uma condição.
MC-301,multipla_escolha,Python,iniciante,Qual comando exibe texto na tela?,print() | echo() | console.log() | mostrar(),print(),0,print() exibe informações no terminal.,
MC-302,multipla_escolha,Python,iniciante,Qual função lê dados digitados pelo usuário?,input() | read() | scan() | prompt(),input(),0,input() recebe texto digitado pelo usuário.,
MC-303,multipla_escolha,Python,iniciante,Qual estrutura cria repetição com contador ou sequência?,for | if | def | try,for,0,for percorre sequências e intervalos.,
MC-304,multipla_escolha,Python,iniciante,Qual estrutura repete enquanto uma condição for verdadeira?,while | for | class | import,while,0,while repete com base em condição.,
MC-305,multipla_escolha,Python,iniciante,Qual tipo representa uma lista mutável?,list | tuple | str | int,list,0,list é uma coleção mutável.,
MC-306,multipla_escolha,Python,iniciante,Qual método adiciona item ao final de uma lista?,append() | addEnd() | push() | insertEnd(),append(),0,append() adiciona item ao final.,
MC-307,multipla_escolha,Python,iniciante,Qual palavra cria uma função?,def | function | fun | lambda,def,0,def define uma função nomeada.,
MC-308,multipla_escolha,Python,iniciante,Qual operador calcula o resto da divisão?,% | // | / | **,%,0,% retorna o resto da divisão.,
MC-309,multipla_escolha,Python,iniciante,Qual operador calcula potência?,** | ^ | pow: | %%,**,0,** é usado para exponenciação.,
MC-310,multipla_escolha,Python,iniciante,Qual comando importa uma biblioteca?,import | include | using | require,import,0,import carrega módulos em Python.,
MC-311,multipla_escolha,Python,básico,Qual comando exibe texto na tela? (variação 2),print() | echo() | console.log() | mostrar(),print(),0,print() exibe informações no terminal.,
MC-312,multipla_escolha,Python,básico,Qual função lê dados digitados pelo usuário? (variação 2),input() | read() | scan() | prompt(),input(),0,input() recebe texto digitado pelo usuário.,
MC-313,multipla_escolha,Python,básico,Qual estrutura cria repetição com contador ou sequência? (variação 2),for | if | def | try,for,0,for percorre sequências e intervalos.,
MC-314,multipla_escolha,Python,básico,Qual estrutura repete enquanto uma condição for verdadeira? (variação 2),while | for | class | import,while,0,while repete com base em condição.,
MC-315,multipla_escolha,Python,básico,Qual tipo representa uma lista mutável? (variação 2),list | tuple | str | int,list,0,list é uma coleção mutável.,
MC-316,multipla_escolha,Python,básico,Qual método adiciona item ao final de uma lista? (variação 2),append() | addEnd() | push() | insertEnd(),append(),0,append() adiciona item ao final.,
MC-317,multipla_escolha,Python,básico,Qual palavra cria uma função? (variação 2),def | function | fun | lambda,def,0,def define uma função nomeada.,
MC-318,multipla_escolha,Python,básico,Qual operador calcula o resto da divisão? (variação 2),% | // | / | **,%,0,% retorna o resto da divisão.,
MC-319,multipla_escolha,Python,básico,Qual operador calcula potência? (variação 2),** | ^ | pow: | %%,**,0,** é usado para exponenciação.,
MC-320,multipla_escolha,Python,básico,Qual comando importa uma biblioteca? (variação 2),import | include | using | require,import,0,import carrega módulos em Python.,
MC-321,multipla_escolha,Python,intermediário,Qual comando exibe texto na tela? (variação 3),print() | echo() | console.log() | mostrar(),print(),0,print() exibe informações no terminal.,
MC-322,multipla_escolha,Python,intermediário,Qual função lê dados digitados pelo usuário? (variação 3),input() | read() | scan() | prompt(),input(),0,input() recebe texto digitado pelo usuário.,
MC-323,multipla_escolha,Python,intermediário,Qual estrutura cria repetição com contador ou sequência? (variação 3),for | if | def | try,for,0,for percorre sequências e intervalos.,
MC-324,multipla_escolha,Python,intermediário,Qual estrutura repete enquanto uma condição for verdadeira? (variação 3),while | for | class | import,while,0,while repete com base em condição.,
MC-325,multipla_escolha,Python,intermediário,Qual tipo representa uma lista mutável? (variação 3),list | tuple | str | int,list,0,list é uma coleção mutável.,
MC-326,multipla_escolha,Python,intermediário,Qual método adiciona item ao final de uma lista? (variação 3),append() | addEnd() | push() | insertEnd(),append(),0,append() adiciona item ao final.,
MC-327,multipla_escolha,Python,intermediário,Qual palavra cria uma função? (variação 3),def | function | fun | lambda,def,0,def define uma função nomeada.,
MC-328,multipla_escolha,Python,intermediário,Qual operador calcula o resto da divisão? (variação 3),% | // | / | **,%,0,% retorna o resto da divisão.,
